Invoice_ID,Branch,City,Product_line,Unit_price,Quantity,Tax_5,Total_price,Order_date,Order_time,Payment_method,costs,gross_income,Rating
437-53-3084,B,Bristol,Fashion accessories,99.89,2,9.99,209.77,2023-02-26,11:48:00,Ewallet,199.78,9.99,7.10
437-58-8131,B,Bristol,Fashion accessories,73.52,2,7.35,154.39,2023-01-15,13:41:00,Ewallet,147.04,7.35,4.60
438-01-4015,B,Bristol,Sports and travel,49.49,4,9.90,207.86,2023-03-21,15:25:00,Ewallet,197.96,9.90,6.60
438-23-1242,B,Bristol,Electronic accessories,75.88,7,26.56,557.72,2023-01-24,10:38:00,Ewallet,531.16,26.56,8.90
439-54-7422,A,Plymouth,Electronic accessories,51.19,4,10.24,215.00,2023-03-18,17:15:00,Credit card,204.76,10.24,4.70
440-59-5691,C,Glasgow,Health and beauty,37.15,7,13.00,273.05,2023-02-08,13:12:00,Credit card,260.05,13.00,7.70
441-94-7118,A,Plymouth,Electronic accessories,71.95,1,3.60,75.55,2023-02-04,12:14:00,Cash,71.95,3.60,7.30
442-44-6497,C,Glasgow,Home and lifestyle,55.57,3,8.34,175.05,2023-01-08,11:42:00,Credit card,166.71,8.34,5.90
442-48-3607,A,Plymouth,Food and beverages,23.48,2,2.35,49.31,2023-03-14,11:21:00,Credit card,46.96,2.35,7.90
443-59-0061,A,Plymouth,Food and beverages,67.45,10,33.72,708.22,2023-02-03,11:25:00,Ewallet,674.50,33.72,4.20
443-60-9639,C,Glasgow,Home and lifestyle,60.87,1,3.04,63.91,2023-01-24,13:24:00,Cash,60.87,3.04,5.50
443-82-0585,A,Plymouth,Health and beauty,77.68,4,15.54,326.26,2023-02-01,19:54:00,Cash,310.72,15.54,8.40
445-30-9252,A,Plymouth,Sports and travel,25.70,3,3.86,80.96,2023-01-17,17:59:00,Ewallet,77.10,3.86,6.10
446-47-6729,C,Glasgow,Fashion accessories,99.82,2,9.98,209.62,2023-01-02,18:09:00,Credit card,199.64,9.98,6.70
447-15-7839,A,Plymouth,Sports and travel,22.24,10,11.12,233.52,2023-02-09,11:00:00,Cash,222.40,11.12,4.20
448-34-8700,B,Bristol,Home and lifestyle,36.91,7,12.92,271.29,2023-02-10,13:51:00,Ewallet,258.37,12.92,6.70
448-61-3783,A,Plymouth,Electronic accessories,90.02,8,36.01,756.17,2023-03-21,16:08:00,Credit card,720.16,36.01,4.50
448-81-5016,A,Plymouth,Health and beauty,59.77,2,5.98,125.52,2023-03-11,12:01:00,Credit card,119.54,5.98,5.80
449-16-6770,A,Plymouth,Health and beauty,50.79,5,12.70,266.65,2023-02-19,14:53:00,Credit card,253.95,12.70,5.30
449-27-2918,B,Bristol,Sports and travel,39.12,1,1.96,41.08,2023-03-26,11:02:00,Credit card,39.12,1.96,9.60
450-28-2866,C,Glasgow,Food and beverages,17.44,5,4.36,91.56,2023-01-15,19:25:00,Cash,87.20,4.36,8.10
450-42-3339,C,Glasgow,Health and beauty,84.61,10,42.31,888.41,2023-02-09,18:58:00,Credit card,846.10,42.31,8.80
451-28-5717,C,Glasgow,Home and lifestyle,83.17,6,24.95,523.97,2023-03-20,11:23:00,Cash,499.02,24.95,7.30
451-73-2711,C,Glasgow,Food and beverages,84.83,1,4.24,89.07,2023-01-14,15:20:00,Ewallet,84.83,4.24,8.80
452-04-8808,B,Bristol,Electronic accessories,87.08,7,30.48,640.04,2023-01-26,15:17:00,Cash,609.56,30.48,5.50
453-12-7053,C,Glasgow,Fashion accessories,45.74,3,6.86,144.08,2023-03-10,17:38:00,Credit card,137.22,6.86,6.50
453-33-6436,A,Plymouth,Home and lifestyle,93.12,8,37.25,782.21,2023-02-07,10:09:00,Cash,744.96,37.25,6.80
453-63-6187,B,Bristol,Electronic accessories,27.50,3,4.13,86.63,2023-03-01,15:40:00,Ewallet,82.50,4.13,6.50
457-12-0244,C,Glasgow,Sports and travel,35.22,6,10.57,221.89,2023-03-14,13:49:00,Ewallet,211.32,10.57,6.50
457-13-1708,B,Bristol,Fashion accessories,65.23,10,32.62,684.91,2023-01-08,19:07:00,Credit card,652.30,32.62,5.20
457-94-0464,B,Bristol,Electronic accessories,87.87,9,39.54,830.37,2023-01-31,20:32:00,Ewallet,790.83,39.54,5.60
458-10-8612,C,Glasgow,Health and beauty,64.08,7,22.43,470.99,2023-01-20,12:27:00,Ewallet,448.56,22.43,7.60
458-41-1477,C,Glasgow,Health and beauty,46.26,6,13.88,291.44,2023-03-08,17:11:00,Credit card,277.56,13.88,9.50
458-61-0011,B,Bristol,Food and beverages,60.30,4,12.06,253.26,2023-02-20,18:43:00,Cash,241.20,12.06,5.80
459-45-2396,A,Plymouth,Food and beverages,99.60,3,14.94,313.74,2023-02-25,18:45:00,Cash,298.80,14.94,5.80
459-50-7686,A,Plymouth,Electronic accessories,23.46,6,7.04,147.80,2023-01-13,19:14:00,Ewallet,140.76,7.04,6.40
460-35-4390,A,Plymouth,Home and lifestyle,30.68,3,4.60,96.64,2023-01-22,11:00:00,Ewallet,92.04,4.60,9.10
460-93-5834,A,Plymouth,Sports and travel,45.58,7,15.95,335.01,2023-01-13,10:03:00,Cash,319.06,15.95,5.00
462-67-9126,A,Plymouth,Home and lifestyle,73.22,6,21.97,461.29,2023-01-21,17:44:00,Cash,439.32,21.97,7.20
462-78-5240,C,Glasgow,Electronic accessories,26.61,2,2.66,55.88,2023-03-19,14:35:00,Cash,53.22,2.66,4.20
466-61-5506,B,Bristol,Electronic accessories,90.70,6,27.21,571.41,2023-02-26,10:52:00,Cash,544.20,27.21,5.30
468-01-2051,B,Bristol,Food and beverages,62.08,7,21.73,456.29,2023-03-06,13:46:00,Ewallet,434.56,21.73,5.40
468-88-0009,A,Plymouth,Home and lifestyle,65.94,4,13.19,276.95,2023-03-24,10:29:00,Cash,263.76,13.19,6.00
468-99-7231,C,Glasgow,Home and lifestyle,44.01,8,17.60,369.68,2023-03-03,17:36:00,Cash,352.08,17.60,8.80
470-31-3286,B,Bristol,Health and beauty,14.82,3,2.22,46.68,2023-03-01,11:30:00,Credit card,44.46,2.22,8.70
470-32-9057,A,Plymouth,Food and beverages,51.34,5,12.84,269.54,2023-03-28,15:31:00,Credit card,256.70,12.84,9.10
471-06-8611,C,Glasgow,Food and beverages,52.42,1,2.62,55.04,2023-02-06,10:22:00,Credit card,52.42,2.62,6.30
471-41-2823,C,Glasgow,Food and beverages,99.79,2,9.98,209.56,2023-03-07,20:37:00,Ewallet,199.58,9.98,8.00
472-15-9636,A,Plymouth,Home and lifestyle,50.93,8,20.37,427.81,2023-03-22,19:36:00,Ewallet,407.44,20.37,9.20
474-33-8305,C,Glasgow,Fashion accessories,67.39,7,23.59,495.32,2023-03-23,13:23:00,Ewallet,471.73,23.59,6.90
477-24-6490,B,Bristol,Health and beauty,99.71,6,29.91,628.17,2023-02-26,16:52:00,Ewallet,598.26,29.91,7.90
477-59-2456,C,Glasgow,Fashion accessories,45.44,7,15.90,333.98,2023-01-23,11:15:00,Cash,318.08,15.90,9.20
478-06-7835,A,Plymouth,Fashion accessories,89.69,1,4.48,94.17,2023-01-11,11:20:00,Ewallet,89.69,4.48,4.90
479-26-8945,B,Bristol,Sports and travel,16.49,2,1.65,34.63,2023-02-05,11:32:00,Ewallet,32.98,1.65,4.60
480-63-2856,C,Glasgow,Food and beverages,19.25,8,7.70,161.70,2023-01-23,18:37:00,Ewallet,154.00,7.70,6.60
482-17-1179,A,Plymouth,Electronic accessories,11.94,3,1.79,37.61,2023-01-19,12:47:00,Credit card,35.82,1.79,8.10
483-71-1164,C,Glasgow,Health and beauty,81.30,6,24.39,512.19,2023-03-08,16:43:00,Ewallet,487.80,24.39,5.30
484-22-8230,C,Glasgow,Fashion accessories,51.89,7,18.16,381.39,2023-01-08,20:08:00,Cash,363.23,18.16,4.50
485-30-8700,A,Plymouth,Sports and travel,33.26,5,8.31,174.62,2023-03-18,16:10:00,Credit card,166.30,8.31,4.20
487-79-6868,B,Bristol,Home and lifestyle,12.29,9,5.53,116.14,2023-03-26,19:28:00,Credit card,110.61,5.53,8.00
488-25-4221,C,Glasgow,Food and beverages,30.41,1,1.52,31.93,2023-02-22,10:36:00,Credit card,30.41,1.52,8.40
489-64-4354,C,Glasgow,Fashion accessories,16.28,1,.81,17.09,2023-03-09,15:36:00,Cash,16.28,.81,5.00
489-82-1237,A,Plymouth,Electronic accessories,93.88,7,32.86,690.02,2023-01-05,11:51:00,Credit card,657.16,32.86,7.30
490-29-1201,A,Plymouth,Sports and travel,15.34,1,.77,16.11,2023-01-06,11:09:00,Cash,15.34,.77,6.50
490-95-0021,B,Bristol,Food and beverages,33.21,10,16.60,348.70,2023-01-08,14:25:00,Ewallet,332.10,16.60,6.00
491-38-3499,A,Plymouth,Fashion accessories,55.45,1,2.77,58.22,2023-02-26,17:46:00,Credit card,55.45,2.77,4.90
493-65-6248,C,Glasgow,Sports and travel,36.98,10,18.49,388.29,2023-01-01,19:48:00,Credit card,369.80,18.49,7.00
497-36-0989,A,Plymouth,Fashion accessories,51.94,3,7.79,163.61,2023-02-15,15:21:00,Cash,155.82,7.79,7.90
497-37-6538,A,Plymouth,Sports and travel,58.91,7,20.62,432.99,2023-01-17,15:15:00,Ewallet,412.37,20.62,9.70
498-41-1961,B,Bristol,Health and beauty,66.68,5,16.67,350.07,2023-02-20,18:01:00,Cash,333.40,16.67,7.60
499-27-7781,B,Bristol,Food and beverages,53.21,8,21.28,446.96,2023-03-14,16:45:00,Ewallet,425.68,21.28,5.00
500-02-2261,C,Glasgow,Food and beverages,57.29,6,17.19,360.93,2023-03-21,17:04:00,Ewallet,343.74,17.19,5.90
501-61-1753,B,Bristol,Home and lifestyle,63.15,6,18.94,397.85,2023-01-03,20:24:00,Ewallet,378.90,18.94,9.80
502-05-1910,A,Plymouth,Health and beauty,65.18,3,9.78,205.32,2023-02-25,20:35:00,Credit card,195.54,9.78,6.30
503-07-0930,C,Glasgow,Sports and travel,58.39,7,20.44,429.17,2023-02-23,19:49:00,Credit card,408.73,20.44,8.20
503-21-4385,B,Bristol,Health and beauty,39.91,3,5.99,125.72,2023-02-21,12:40:00,Ewallet,119.73,5.99,9.30
504-35-8843,A,Plymouth,Sports and travel,42.47,1,2.12,44.59,2023-01-02,16:57:00,Cash,42.47,2.12,5.70
505-02-0892,B,Bristol,Health and beauty,42.57,8,17.03,357.59,2023-02-25,14:12:00,Ewallet,340.56,17.03,5.60
509-10-0516,B,Bristol,Home and lifestyle,45.97,4,9.19,193.07,2023-02-09,12:02:00,Ewallet,183.88,9.19,5.10
509-29-3912,A,Plymouth,Sports and travel,38.72,9,17.42,365.90,2023-03-20,12:24:00,Ewallet,348.48,17.42,4.20
510-09-5628,A,Plymouth,Fashion accessories,19.66,10,9.83,206.43,2023-03-15,18:20:00,Credit card,196.60,9.83,7.20
510-79-0415,B,Bristol,Sports and travel,23.08,6,6.92,145.40,2023-01-24,19:20:00,Ewallet,138.48,6.92,4.90
510-95-6347,B,Bristol,Food and beverages,48.52,3,7.28,152.84,2023-03-05,18:17:00,Ewallet,145.56,7.28,4.00
511-54-3087,B,Bristol,Sports and travel,88.45,1,4.42,92.87,2023-02-25,16:36:00,Credit card,88.45,4.42,9.50
512-91-0811,C,Glasgow,Health and beauty,89.75,1,4.49,94.24,2023-02-06,20:05:00,Credit card,89.75,4.49,6.60
512-98-1403,A,Plymouth,Electronic accessories,26.48,3,3.97,83.41,2023-03-21,10:40:00,Ewallet,79.44,3.97,4.70
514-37-2845,B,Bristol,Fashion accessories,99.25,2,9.93,208.43,2023-03-20,13:02:00,Cash,198.50,9.93,9.00
516-77-6464,C,Glasgow,Health and beauty,10.16,5,2.54,53.34,2023-02-24,13:08:00,Ewallet,50.80,2.54,4.10
518-17-2983,A,Plymouth,Fashion accessories,48.63,4,9.73,204.25,2023-02-04,15:44:00,Ewallet,194.52,9.73,7.60
518-71-6847,B,Bristol,Food and beverages,26.60,6,7.98,167.58,2023-02-26,15:10:00,Ewallet,159.60,7.98,4.90
521-18-7827,C,Glasgow,Home and lifestyle,39.39,5,9.85,206.80,2023-01-22,20:46:00,Credit card,196.95,9.85,8.70
522-57-8364,A,Plymouth,Fashion accessories,51.34,8,20.54,431.26,2023-01-31,10:00:00,Ewallet,410.72,20.54,7.60
523-38-0215,C,Glasgow,Home and lifestyle,37.00,1,1.85,38.85,2023-03-06,13:29:00,Credit card,37.00,1.85,7.90
525-09-8450,B,Bristol,Electronic accessories,72.13,10,36.06,757.36,2023-01-31,15:12:00,Credit card,721.30,36.06,4.20
525-88-7307,B,Bristol,Sports and travel,75.82,1,3.79,79.61,2023-01-31,13:19:00,Cash,75.82,3.79,5.80
526-86-8552,C,Glasgow,Home and lifestyle,21.82,10,10.91,229.11,2023-01-07,17:36:00,Cash,218.20,10.91,7.10
527-09-6272,A,Plymouth,Electronic accessories,28.45,5,7.11,149.36,2023-03-21,10:17:00,Credit card,142.25,7.11,9.10
528-14-9470,A,Plymouth,Health and beauty,91.30,1,4.57,95.86,2023-02-14,14:42:00,Ewallet,91.30,4.57,9.20
528-87-5606,B,Bristol,Electronic accessories,39.48,1,1.97,41.45,2023-02-12,19:43:00,Cash,39.48,1.97,6.50
529-56-3974,B,Bristol,Electronic accessories,25.51,4,5.10,107.14,2023-03-09,17:03:00,Cash,102.04,5.10,6.80
530-90-9855,A,Plymouth,Home and lifestyle,47.59,8,19.04,399.76,2023-01-01,14:47:00,Cash,380.72,19.04,5.70
531-56-4728,A,Plymouth,Home and lifestyle,80.08,3,12.01,252.25,2023-02-11,15:29:00,Cash,240.24,12.01,5.40
531-80-1784,A,Plymouth,Electronic accessories,26.02,7,9.11,191.25,2023-03-28,17:38:00,Cash,182.14,9.11,5.10
532-59-7201,B,Bristol,Sports and travel,79.93,6,23.98,503.56,2023-01-31,14:04:00,Cash,479.58,23.98,5.50
533-33-5337,B,Bristol,Electronic accessories,79.39,10,39.69,833.59,2023-02-07,20:24:00,Cash,793.90,39.69,6.20
533-66-5566,B,Bristol,Home and lifestyle,51.07,7,17.87,375.36,2023-01-12,11:42:00,Cash,357.49,17.87,7.00
534-01-4457,A,Plymouth,Food and beverages,81.71,6,24.51,514.77,2023-01-27,14:36:00,Credit card,490.26,24.51,8.00
534-53-3526,A,Plymouth,Sports and travel,94.76,4,18.95,397.99,2023-02-11,16:06:00,Ewallet,379.04,18.95,7.80
537-72-0426,C,Glasgow,Fashion accessories,70.99,10,35.49,745.40,2023-03-20,16:28:00,Cash,709.90,35.49,5.70
538-22-0304,C,Glasgow,Electronic accessories,64.95,10,32.47,681.97,2023-03-24,18:27:00,Cash,649.50,32.47,5.20
539-21-7227,B,Bristol,Sports and travel,51.54,5,12.89,270.58,2023-01-26,17:45:00,Cash,257.70,12.89,4.20
540-11-4336,A,Plymouth,Food and beverages,24.94,9,11.22,235.68,2023-01-11,16:49:00,Credit card,224.46,11.22,5.60
541-08-3113,C,Glasgow,Food and beverages,65.97,8,26.39,554.15,2023-02-02,20:29:00,Cash,527.76,26.39,8.40
541-48-8554,A,Plymouth,Sports and travel,60.95,9,27.43,575.98,2023-01-07,12:08:00,Credit card,548.55,27.43,6.00
541-89-9860,C,Glasgow,Fashion accessories,80.48,3,12.07,253.51,2023-02-15,12:31:00,Cash,241.44,12.07,8.10
542-41-0513,B,Bristol,Electronic accessories,57.49,4,11.50,241.46,2023-03-15,11:57:00,Cash,229.96,11.50,6.60
544-32-5024,C,Glasgow,Food and beverages,49.79,4,9.96,209.12,2023-03-28,19:16:00,Credit card,199.16,9.96,6.40
544-55-9589,B,Bristol,Electronic accessories,21.43,10,10.72,225.01,2023-01-28,11:51:00,Cash,214.30,10.72,6.20
545-07-8534,C,Glasgow,Health and beauty,58.32,2,5.83,122.47,2023-02-14,12:42:00,Ewallet,116.64,5.83,6.00
545-46-3100,B,Bristol,Electronic accessories,10.59,3,1.59,33.36,2023-03-12,13:52:00,Credit card,31.77,1.59,8.70
546-80-2899,A,Plymouth,Home and lifestyle,37.69,2,3.77,79.15,2023-02-20,15:29:00,Ewallet,75.38,3.77,9.50
548-46-9322,B,Bristol,Food and beverages,39.90,10,19.95,418.95,2023-02-20,15:24:00,Credit card,399.00,19.95,5.90
548-48-3156,A,Plymouth,Food and beverages,83.34,2,8.33,175.01,2023-03-19,13:37:00,Cash,166.68,8.33,7.60
549-03-9315,B,Bristol,Fashion accessories,94.87,8,37.95,796.91,2023-02-12,12:58:00,Ewallet,758.96,37.95,8.70
549-23-9016,C,Glasgow,Food and beverages,14.87,2,1.49,31.23,2023-02-13,18:15:00,Credit card,29.74,1.49,8.90
549-59-1358,A,Plymouth,Sports and travel,88.63,3,13.29,279.18,2023-03-02,17:36:00,Ewallet,265.89,13.29,6.00
549-84-7482,B,Bristol,Sports and travel,90.28,9,40.63,853.15,2023-02-08,11:15:00,Ewallet,812.52,40.63,7.20
549-96-4200,C,Glasgow,Food and beverages,17.04,4,3.41,71.57,2023-03-08,20:15:00,Ewallet,68.16,3.41,7.00
550-84-8664,A,Plymouth,Sports and travel,85.91,5,21.48,451.03,2023-03-22,14:33:00,Credit card,429.55,21.48,8.60
551-21-3069,C,Glasgow,Electronic accessories,23.07,9,10.38,218.01,2023-02-01,11:27:00,Cash,207.63,10.38,4.90
552-44-5977,B,Bristol,Health and beauty,62.00,8,24.80,520.80,2023-01-03,19:08:00,Credit card,496.00,24.80,6.20
554-42-2417,C,Glasgow,Sports and travel,95.44,10,47.72,1002.12,2023-01-09,13:45:00,Cash,954.40,47.72,5.20
554-53-3790,B,Bristol,Sports and travel,37.02,6,11.11,233.23,2023-03-22,18:33:00,Cash,222.12,11.11,4.50
554-53-8700,C,Glasgow,Home and lifestyle,56.11,2,5.61,117.83,2023-02-02,10:11:00,Cash,112.22,5.61,6.30
556-41-6224,C,Glasgow,Health and beauty,33.64,8,13.46,282.58,2023-02-15,17:10:00,Credit card,269.12,13.46,9.30
556-72-8512,C,Glasgow,Home and lifestyle,22.96,1,1.15,24.11,2023-01-30,20:47:00,Cash,22.96,1.15,4.30
556-86-3144,C,Glasgow,Fashion accessories,74.29,1,3.71,78.00,2023-01-13,19:30:00,Cash,74.29,3.71,5.00
556-97-7101,C,Glasgow,Electronic accessories,63.22,2,6.32,132.76,2023-01-01,15:51:00,Cash,126.44,6.32,8.50
558-60-5016,A,Plymouth,Home and lifestyle,33.30,9,14.98,314.68,2023-03-04,15:27:00,Ewallet,299.70,14.98,7.20
558-80-4082,C,Glasgow,Electronic accessories,27.85,7,9.75,204.70,2023-03-14,17:20:00,Ewallet,194.95,9.75,6.00
559-61-5987,B,Bristol,Health and beauty,17.75,1,.89,18.64,2023-01-14,10:38:00,Cash,17.75,.89,8.60
559-98-9873,A,Plymouth,Fashion accessories,53.65,7,18.78,394.33,2023-02-10,12:56:00,Ewallet,375.55,18.78,5.20
560-30-5617,B,Bristol,Sports and travel,24.77,5,6.19,130.04,2023-03-24,18:27:00,Cash,123.85,6.19,8.50
560-49-6611,A,Plymouth,Sports and travel,45.58,1,2.28,47.86,2023-02-07,14:13:00,Cash,45.58,2.28,9.80
562-12-5430,A,Plymouth,Fashion accessories,88.15,3,13.22,277.67,2023-01-18,10:11:00,Ewallet,264.45,13.22,7.90
563-36-9814,A,Plymouth,Electronic accessories,76.82,1,3.84,80.66,2023-02-13,18:27:00,Ewallet,76.82,3.84,7.20
563-47-4072,B,Bristol,Health and beauty,55.81,6,16.74,351.60,2023-01-22,11:52:00,Cash,334.86,16.74,9.90
563-91-7120,A,Plymouth,Fashion accessories,61.77,5,15.44,324.29,2023-03-08,13:21:00,Cash,308.85,15.44,6.70
565-17-3836,A,Plymouth,Health and beauty,47.67,4,9.53,200.21,2023-03-12,14:21:00,Cash,190.68,9.53,9.10
565-67-6697,B,Bristol,Home and lifestyle,27.00,9,12.15,255.15,2023-03-02,14:16:00,Cash,243.00,12.15,4.80
565-80-5980,C,Glasgow,Home and lifestyle,47.38,4,9.48,199.00,2023-01-23,10:25:00,Cash,189.52,9.48,7.10
565-91-4567,B,Bristol,Health and beauty,10.75,8,4.30,90.30,2023-03-15,14:38:00,Ewallet,86.00,4.30,6.20
566-19-5475,B,Bristol,Fashion accessories,47.97,7,16.79,352.58,2023-01-07,20:52:00,Cash,335.79,16.79,6.20
566-71-1091,A,Plymouth,Fashion accessories,77.02,5,19.25,404.36,2023-02-03,15:59:00,Cash,385.10,19.25,5.50
568-88-3448,A,Plymouth,Health and beauty,25.00,1,1.25,26.25,2023-03-03,15:09:00,Ewallet,25.00,1.25,5.50
568-90-5112,C,Glasgow,Health and beauty,66.14,4,13.23,277.79,2023-03-19,12:46:00,Credit card,264.56,13.23,5.60
569-71-4390,B,Bristol,Sports and travel,21.87,2,2.19,45.93,2023-01-25,14:29:00,Ewallet,43.74,2.19,6.90
569-76-2760,A,Plymouth,Sports and travel,22.01,4,4.40,92.44,2023-01-29,18:15:00,Credit card,88.04,4.40,6.60
571-94-0759,B,Bristol,Food and beverages,74.60,10,37.30,783.30,2023-01-08,20:55:00,Cash,746.00,37.30,9.50
573-10-3877,B,Bristol,Health and beauty,39.01,1,1.95,40.96,2023-03-12,16:46:00,Credit card,39.01,1.95,4.70
573-58-9734,B,Bristol,Fashion accessories,30.37,3,4.56,95.67,2023-03-28,13:41:00,Ewallet,91.11,4.56,5.10
573-98-8548,C,Glasgow,Fashion accessories,31.90,1,1.60,33.49,2023-01-05,12:40:00,Ewallet,31.90,1.60,9.10
574-22-5561,C,Glasgow,Fashion accessories,82.63,10,41.31,867.61,2023-03-19,17:08:00,Ewallet,826.30,41.31,7.90
574-31-8277,B,Bristol,Fashion accessories,33.63,1,1.68,35.31,2023-03-20,19:55:00,Cash,33.63,1.68,5.60
574-57-9721,C,Glasgow,Food and beverages,43.27,2,4.33,90.87,2023-03-08,16:53:00,Ewallet,86.54,4.33,5.70
574-80-1489,B,Bristol,Food and beverages,62.85,4,12.57,263.97,2023-02-25,13:22:00,Ewallet,251.40,12.57,8.70
575-30-8091,A,Plymouth,Sports and travel,72.50,8,29.00,609.00,2023-03-16,19:25:00,Ewallet,580.00,29.00,9.20
575-67-1508,A,Plymouth,Electronic accessories,38.60,1,1.93,40.53,2023-01-29,11:26:00,Ewallet,38.60,1.93,6.70
576-31-4774,B,Bristol,Health and beauty,73.41,3,11.01,231.24,2023-03-02,13:10:00,Ewallet,220.23,11.01,4.00
577-34-7579,C,Glasgow,Food and beverages,50.49,9,22.72,477.13,2023-01-10,17:16:00,Cash,454.41,22.72,5.40
578-80-7669,B,Bristol,Sports and travel,74.97,1,3.75,78.72,2023-03-16,16:58:00,Cash,74.97,3.75,5.60
582-52-8065,B,Bristol,Fashion accessories,54.31,9,24.44,513.23,2023-02-22,10:49:00,Cash,488.79,24.44,8.90
583-41-4548,C,Glasgow,Home and lifestyle,16.67,7,5.83,122.52,2023-02-07,11:36:00,Ewallet,116.69,5.83,7.40
583-72-1480,C,Glasgow,Electronic accessories,37.06,4,7.41,155.65,2023-01-31,16:24:00,Ewallet,148.24,7.41,9.70
584-66-4073,C,Glasgow,Fashion accessories,56.50,1,2.83,59.33,2023-03-13,15:45:00,Ewallet,56.50,2.83,9.60
584-86-7256,C,Glasgow,Sports and travel,34.56,7,12.10,254.02,2023-03-11,16:07:00,Credit card,241.92,12.10,7.30
585-03-5943,B,Bristol,Health and beauty,18.11,10,9.06,190.15,2023-03-13,11:46:00,Ewallet,181.10,9.06,5.90
585-11-6748,B,Bristol,Sports and travel,96.80,3,14.52,304.92,2023-03-15,13:05:00,Cash,290.40,14.52,5.30
585-86-8361,A,Plymouth,Food and beverages,27.28,5,6.82,143.22,2023-02-03,10:31:00,Credit card,136.40,6.82,8.60
585-90-0249,A,Plymouth,Electronic accessories,73.26,1,3.66,76.92,2023-01-27,18:08:00,Ewallet,73.26,3.66,9.70
586-25-0848,A,Plymouth,Sports and travel,12.34,7,4.32,90.70,2023-03-04,11:19:00,Credit card,86.38,4.32,6.70
587-03-7455,C,Glasgow,Fashion accessories,97.79,7,34.23,718.76,2023-02-16,17:30:00,Ewallet,684.53,34.23,4.90
587-73-4862,A,Plymouth,Health and beauty,10.69,5,2.67,56.12,2023-03-26,11:07:00,Ewallet,53.45,2.67,7.60
588-01-7461,C,Glasgow,Food and beverages,33.98,9,15.29,321.11,2023-03-24,10:43:00,Cash,305.82,15.29,4.20
588-47-8641,A,Plymouth,Fashion accessories,56.04,10,28.02,588.42,2023-01-14,19:30:00,Ewallet,560.40,28.02,4.40
589-02-8023,A,Plymouth,Food and beverages,83.77,2,8.38,175.92,2023-01-15,10:54:00,Credit card,167.54,8.38,7.00
590-83-4591,B,Bristol,Electronic accessories,87.45,6,26.24,550.93,2023-02-17,14:40:00,Credit card,524.70,26.24,8.80
592-34-6155,C,Glasgow,Food and beverages,31.77,4,6.35,133.43,2023-01-14,14:43:00,Ewallet,127.08,6.35,6.20
592-46-1692,C,Glasgow,Food and beverages,36.77,7,12.87,270.26,2023-01-11,20:10:00,Cash,257.39,12.87,7.40
593-08-5916,A,Plymouth,Fashion accessories,15.50,1,.77,16.27,2023-03-19,15:23:00,Credit card,15.50,.77,7.40
593-14-4239,B,Bristol,Home and lifestyle,95.46,8,38.18,801.86,2023-03-05,19:40:00,Ewallet,763.68,38.18,4.70
593-65-1552,C,Glasgow,Home and lifestyle,69.81,4,13.96,293.20,2023-01-28,20:50:00,Credit card,279.24,13.96,5.90
593-95-4461,C,Glasgow,Home and lifestyle,74.86,1,3.74,78.60,2023-03-24,14:49:00,Cash,74.86,3.74,6.90
594-34-4444,A,Plymouth,Electronic accessories,97.16,1,4.86,102.02,2023-03-08,20:38:00,Ewallet,97.16,4.86,7.20
595-11-5460,A,Plymouth,Health and beauty,96.58,2,9.66,202.82,2023-03-15,10:12:00,Credit card,193.16,9.66,5.10
595-27-4851,A,Plymouth,Fashion accessories,54.28,7,19.00,398.96,2023-01-27,18:05:00,Ewallet,379.96,19.00,9.30
595-86-2894,C,Glasgow,Fashion accessories,96.98,4,19.40,407.32,2023-02-06,17:20:00,Ewallet,387.92,19.40,9.40
595-94-9924,A,Plymouth,Health and beauty,27.73,5,6.93,145.58,2023-03-26,20:21:00,Credit card,138.65,6.93,4.20
596-42-3999,B,Bristol,Food and beverages,18.22,7,6.38,133.92,2023-03-10,14:04:00,Credit card,127.54,6.38,6.60
597-78-7908,C,Glasgow,Fashion accessories,90.22,3,13.53,284.19,2023-02-18,19:39:00,Cash,270.66,13.53,6.20
598-06-7312,B,Bristol,Fashion accessories,91.35,1,4.57,95.92,2023-02-16,15:42:00,Cash,91.35,4.57,6.80
598-47-9715,C,Glasgow,Electronic accessories,84.07,4,16.81,353.09,2023-03-07,16:54:00,Ewallet,336.28,16.81,4.40
600-38-9738,C,Glasgow,Sports and travel,71.92,5,17.98,377.58,2023-01-17,15:05:00,Credit card,359.60,17.98,4.30
602-16-6955,B,Bristol,Sports and travel,76.60,10,38.30,804.30,2023-01-24,18:10:00,Ewallet,766.00,38.30,6.00
602-80-9671,C,Glasgow,Home and lifestyle,15.95,6,4.78,100.49,2023-02-09,17:15:00,Credit card,95.70,4.78,5.10
603-07-0961,C,Glasgow,Electronic accessories,74.79,5,18.70,392.65,2023-01-10,11:34:00,Cash,373.95,18.70,4.90
604-70-6476,A,Plymouth,Fashion accessories,17.94,5,4.49,94.18,2023-01-23,14:04:00,Ewallet,89.70,4.49,6.80
605-03-2706,A,Plymouth,Health and beauty,15.80,3,2.37,49.77,2023-03-25,18:02:00,Cash,47.40,2.37,9.50
605-72-4132,C,Glasgow,Food and beverages,94.47,8,37.79,793.55,2023-02-27,15:12:00,Cash,755.76,37.79,9.10
605-83-1050,B,Bristol,Fashion accessories,27.18,2,2.72,57.08,2023-03-15,16:26:00,Ewallet,54.36,2.72,4.30
